,City,Id,Type,X,Y,Fencing,Lighting,Accessible for disabled,Parking,Status,Competitions,Year of building
3473,יואב,207B2304633,Combined sports pitch,180224.0,628251.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2015
3474,יואב,207B1304500,Basketball court,185325.0,615890.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2010
3475,יואב,207F1104214,Football field,180410.0,614752.0,No,No,Yes,Yes,Normal and active,Irrelevant,2007
3476,יואב,207B1104440,Basketball court,170099.0,618593.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2013
3477,יואב,207B1104441,Basketball court,169375.0,616972.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2009
3478,יואב,207B1104453,Basketball court,179436.0,619130.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2012
3479,יסוד המעלה,003K1108976,Synthetic grass court,257809.0,773867.0,No,No,No,No,Normal and active,Not used for official competitions,2018
3480,יסוד המעלה,003G3100961,Fitness,257010.0,773680.0,Yes,Yes,Yes,Yes,Active and in need of renovation,Not used for official competitions,0
3481,יסוד המעלה,003P1105265,Swimming pool,247730.0,773650.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,0
3482,יסוד המעלה,003B2105071,Combined sports pitch,257871.0,773850.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
3483,יפיע,046G3306071,Fitness,225880.0,732240.0,Yes,Yes,Yes,Yes,Normal and active,National,1998
3484,יפיע,046G2306073,Fitness,226010.0,731700.0,Yes,Yes,Yes,Yes,Active and in need of renovation,Not used for official competitions,2004
3485,יפיע,046G2106026,Fitness,226600.0,733380.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2009
3486,יפיע,046R1106654,Other,225910.0,732230.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1995
3487,יפיע,046R1106648,Other,225880.0,732240.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2000
3488,יפיע,046R1106032,Other,225970.0,732240.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,2000
3489,יפיע,046F1303739,Football field,224670.0,731240.0,Yes,No,Yes,Yes,Active and in need of renovation,National,1975
3490,יפיע,046B1101482,Basketball court,226600.0,733380.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,1990
3491,יפיע,046B1101484,Basketball court,226210.0,732720.0,Yes,No,No,No,Active and in need of renovation,Not used for official competitions,1985
3492,יפיע,046B1103201,Basketball court,225880.0,732330.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,1992
3493,יפיע,046B1103202,Basketball court,226040.0,731700.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1998
3494,יפיע,046B1103065,Basketball court,225990.0,732250.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,2007
3495,יפיע,046M1103217,Mini pitch,226590.0,731460.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2007
3496,יפיע,046B2108178,Combined sports pitch,225830.0,732260.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1990
3497,יפיע,046B2103063,Combined sports pitch,226070.0,731720.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,2005
3498,יפיע,046G3301005,Fitness,225615.0,732414.0,No,No,No,No,Inactive,National,2018
3499,יפיע,046R1108220,Other,226618.0,733536.0,No,No,No,No,Normal and active,Irrelevant,2016
3500,יקנעם עילית,025K1308835,Synthetic grass court,209849.0,728489.0,Yes,Yes,Yes,Yes,Normal and active,Local and regional,2018
3501,יקנעם עילית,025F3105587,Football field,210014.0,729377.0,Yes,Yes,Yes,Yes,Normal and active,National,0
3502,יקנעם עילית,025P1102119,Swimming pool,209945.0,729194.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
3503,יקנעם עילית,025B1106147,Basketball court,208230.0,727690.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,0
3504,יקנעם עילית,025G1100854,Fitness,210136.0,728696.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1965
3505,יקנעם עילית,025B1103603,Basketball court,210062.0,728233.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3506,יקנעם עילית,025M1105743,Mini pitch,210136.0,728696.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3507,יקנעם עילית,025B2103615,Combined sports pitch,210150.0,728790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
3508,יקנעם עילית,025B1106151,Basketball court,208580.0,727080.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3509,יקנעם עילית,025B2103614,Combined sports pitch,210635.0,729438.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3510,יקנעם עילית,025B2105032,Combined sports pitch,208928.0,726983.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3511,יקנעם עילית,025F2105804,Football field,209190.0,728410.0,Yes,No,Yes,Yes,Active and in need of renovation,Not used for official competitions,0
3512,יקנעם עילית,025B2105014,Combined sports pitch,208105.0,727305.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3513,יקנעם עילית,025B2105027,Combined sports pitch,210434.0,729318.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3514,יקנעם עילית,025B2104722,Combined sports pitch,210350.0,729010.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,0
3515,יקנעם עילית,025B1103608,Basketball court,208480.0,727490.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
3516,יקנעם עילית,025B2103647,Combined sports pitch,208760.0,727240.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3517,יקנעם עילית,025G4101037,Fitness,209988.0,728666.0,Yes,Yes,Yes,Yes,Normal and active,National,1988
3518,יקנעם עילית,025G4107697,Fitness,209252.0,728184.0,Yes,Yes,Yes,Yes,Normal and active,National,0
3519,יקנעם עילית,025T1106664,Tennis court,209183.0,728189.0,Yes,Yes,Yes,Yes,Normal and active,National,0
3520,יקנעם עילית,025B2103612,Combined sports pitch,209387.0,728244.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3521,יקנעם עילית,025A1102967,Fitness,209252.0,728184.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
3522,יקנעם עילית,025A2107666,Fitness,209974.0,728570.0,Yes,Yes,Yes,Yes,Normal and active,National,2001
3523,יקנעם עילית,025M1105749,Mini pitch,209513.0,728678.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
3524,ירוחם,085B3108801,Other,193562.0,544194.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2018
3525,ירוחם,085K1108802,Synthetic grass court,193917.0,543607.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,2019
3526,ירוחם,085G3308803,Fitness,193071.0,543858.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2018
3527,ירוחם,085B1104686,Basketball court,193642.0,543678.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2002
3528,ירוחם,085B2105297,Combined sports pitch,192471.0,544258.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2005
3529,ירוחם,085B2105716,Other,193374.0,544730.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,2008
3530,ירוחם,085A2107603,Fitness,193662.0,543801.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2008
3531,ירוחם,085G3300809,Fitness,193560.0,543800.0,Yes,Yes,Yes,Yes,Normal and active,National,1984
3532,ירוחם,085A1106314,Fitness,193452.0,543905.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,2002
3533,ירוחם,085B3105752,Other,193473.0,543851.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1982
3534,ירוחם,085T1103889,Tennis court,193435.0,543870.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1980
3535,ירוחם,085P2102324,Swimming pool,193640.0,543678.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1998
3536,ירוחם,085F3101310,Football field,193914.0,543486.0,Yes,Yes,Yes,Yes,Active and in need of renovation,Local and regional,1970
3537,ירוחם,085G2101034,Fitness,193198.0,543682.0,Yes,Yes,Yes,Yes,Active and in need of renovation,Not used for official competitions,2002
3538,ירוחם,085B2105921,Combined sports pitch,191531.0,544262.0,Yes,Yes,Yes,Yes,Abnormal and inactive,Not used for official competitions,1995
3539,ירושלים,159G1100364,Fitness,222570.0,636410.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3540,ירושלים,159B2105083,Combined sports pitch,222570.0,636410.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3541,ירושלים,159G1100440,Fitness,220220.0,632860.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3542,ירושלים,159B1104834,Basketball court,220220.0,632860.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3543,ירושלים,159B1104832,Basketball court,220220.0,632860.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3544,ירושלים,159G2100502,Fitness,217170.0,630320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3545,ירושלים,159G2100519,Fitness,217230.0,630500.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3546,ירושלים,159G1100441,Fitness,217360.0,630570.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3547,ירושלים,159F5106491,Stadium track,217170.0,630320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3548,ירושלים,159B2105105,Combined sports pitch,217170.0,630320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3549,ירושלים,159B2104828,Combined sports pitch,217230.0,630500.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3550,ירושלים,159B2104846,Combined sports pitch,217360.0,630570.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3551,ירושלים,159A1100554,Fitness,217170.0,630320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3552,ירושלים,159G1100646,Fitness,217450.0,629390.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3553,ירושלים,159B1104748,Basketball court,217450.0,629390.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3554,ירושלים,159B2105844,Combined sports pitch,217450.0,629390.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3555,ירושלים,159G1100370,Fitness,217360.0,360400.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3556,ירושלים,159B1104812,Basketball court,217360.0,360400.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3557,ירושלים,159B1104795,Basketball court,221940.0,632070.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3558,ירושלים,159B1104773,Basketball court,221940.0,632070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3559,ירושלים,159B1104798,Basketball court,221940.0,632070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3560,ירושלים,159B1104757,Basketball court,221940.0,632070.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3561,ירושלים,159A1100589,Fitness,221940.0,632070.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3562,ירושלים,159B1104741,Basketball court,222300.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3563,ירושלים,159B1105862,Basketball court,222300.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3564,ירושלים,159B1104753,Basketball court,222300.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3565,ירושלים,159B1104455,Basketball court,222300.0,632100.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3566,ירושלים,159B1104781,Basketball court,222300.0,632100.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3567,ירושלים,159G2100645,Fitness,221490.0,632970.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3568,ירושלים,159F1104337,Football field,220600.0,634010.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3569,ירושלים,159B1104842,Basketball court,221490.0,632970.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3570,ירושלים,159B2105834,Combined sports pitch,220600.0,634010.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3571,ירושלים,159G4100737,Fitness,219160.0,636060.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3572,ירושלים,159B2105845,Combined sports pitch,219160.0,636060.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3573,ירושלים,159G3100619,Fitness,220160.0,632320.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3574,ירושלים,159G4100620,Fitness,220160.0,632320.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3575,ירושלים,159B1104449,Basketball court,222930.0,632940.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3576,ירושלים,159B1104783,Basketball court,222930.0,632940.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3577,ירושלים,159G1100624,Fitness,223500.0,631930.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1970
3578,ירושלים,159R1102555,Other,222180.0,634010.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3579,ירושלים,159F1104339,Football field,222180.0,634010.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3580,ירושלים,159B1104744,Basketball court,221850.0,633620.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3581,ירושלים,159B1104793,Basketball court,221850.0,633620.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3582,ירושלים,159B1105830,Basketball court,222180.0,634010.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3583,ירושלים,159B2105436,Combined sports pitch,222180.0,634010.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3584,ירושלים,159G4100721,Fitness,219400.0,629680.0,Yes,Yes,No,No,Normal and active,National,1970
3585,ירושלים,159P1102358,Swimming pool,219400.0,629680.0,Yes,Yes,No,Yes,Normal and active,National,1970
3586,ירושלים,159T1103156,Tennis court,219400.0,629680.0,Yes,Yes,No,Yes,Normal and active,National,1970
3587,ירושלים,159B2104826,Combined sports pitch,219570.0,629600.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3588,ירושלים,159B2105412,Combined sports pitch,219400.0,629680.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3589,ירושלים,159G4100719,Fitness,217250.0,629330.0,Yes,Yes,Yes,Yes,Normal and active,National,1970
3590,ירושלים,159G1100634,Fitness,217240.0,629320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3591,ירושלים,159F1104334,Football field,217240.0,629320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3592,ירושלים,159B2105425,Combined sports pitch,217240.0,629320.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3593,ירושלים,159A1100561,Fitness,217250.0,629330.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3594,ירושלים,159G3100594,Fitness,220820.0,632610.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1988
3595,ירושלים,159P2102416,Swimming pool,220820.0,632610.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1988
3596,ירושלים,159B1100487,Basketball court,220820.0,632610.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1988
3597,ירושלים,159A1100536,Fitness,220820.0,632610.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1988
3598,ירושלים,159P1102382,Swimming pool,217770.0,630560.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3599,ירושלים,159G1100607,Fitness,218490.0,632010.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3600,ירושלים,159G1100644,Fitness,221930.0,635890.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3601,ירושלים,159B1104747,Basketball court,221930.0,635890.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3602,ירושלים,159B1104801,Basketball court,221930.0,635890.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3603,ירושלים,159B1104743,Basketball court,221930.0,635890.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3604,ירושלים,159B1104803,Basketball court,221930.0,635890.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3605,ירושלים,159B2105451,Combined sports pitch,221930.0,635890.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3606,ירושלים,159G4100729,Fitness,222860.0,638360.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3607,ירושלים,159G1100532,Fitness,222780.0,638330.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3608,ירושלים,159G1100429,Fitness,222820.0,638800.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3609,ירושלים,159G1100430,Fitness,219160.0,636060.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3610,ירושלים,159R1100417,Other,222860.0,638360.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3611,ירושלים,159P1102375,Swimming pool,222860.0,638360.0,Yes,Yes,Yes,Yes,Normal and active,National,1970
3612,ירושלים,159P1102363,Swimming pool,222860.0,638360.0,Yes,Yes,Yes,Yes,Normal and active,National,1970
3613,ירושלים,159T1103153,Tennis court,222860.0,638360.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3614,ירושלים,159B1104739,Basketball court,222780.0,638330.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3615,ירושלים,159B2105837,Combined sports pitch,222860.0,638360.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3616,ירושלים,159B2105429,Combined sports pitch,222780.0,638330.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3617,ירושלים,159B2105430,Combined sports pitch,217870.0,629870.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3618,ירושלים,159B2105431,Combined sports pitch,219160.0,636060.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3619,ירושלים,159A1100580,Fitness,222860.0,638360.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3620,ירושלים,159A1100422,Fitness,219020.0,632880.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3621,ירושלים,159A1100583,Fitness,219020.0,632880.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3622,ירושלים,159A1100584,Fitness,219020.0,632880.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3623,ירושלים,159A1100423,Fitness,219020.0,632880.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3624,ירושלים,159G4100726,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3625,ירושלים,159G2100520,Fitness,217900.0,632000.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3626,ירושלים,159G2100413,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3627,ירושלים,159G1100625,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3628,ירושלים,159G1100626,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3629,ירושלים,159G1100627,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3630,ירושלים,159G1100628,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3631,ירושלים,159F5106497,Stadium track,217640.0,631540.0,Yes,Yes,No,Yes,Normal and active,National,1970
3632,ירושלים,159P2102374,Swimming pool,217120.0,631800.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3633,ירושלים,159P1102333,Swimming pool,218680.0,632290.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3634,ירושלים,159P1102338,Swimming pool,218680.0,632290.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3635,ירושלים,159P1102360,Swimming pool,216250.0,630260.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3636,ירושלים,159T1103168,Tennis court,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3637,ירושלים,159T1103167,Tennis court,217120.0,631800.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3638,ירושלים,159T1103162,Tennis court,218680.0,632290.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3639,ירושלים,159F2105463,Football field,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3640,ירושלים,159B1104750,Basketball court,217730.0,631590.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3641,ירושלים,159B2105414,Combined sports pitch,216250.0,630260.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3642,ירושלים,159B2105420,Combined sports pitch,217680.0,631500.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3643,ירושלים,159E1103351,Petanque field,217120.0,631800.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3644,ירושלים,159A1100564,Fitness,217730.0,631590.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3645,ירושלים,159A1100565,Fitness,216250.0,630260.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1970
3646,ירושלים,159A1100577,Fitness,217750.0,631510.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3647,ירושלים,159A1100591,Fitness,218680.0,632290.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3648,ירושלים,159A1100435,Fitness,218680.0,632290.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3649,ירושלים,159R1107058,Other,219660.0,632110.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3650,ירושלים,159R1102532,Other,219660.0,632110.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3651,ירושלים,159B2105403,Combined sports pitch,219660.0,632110.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3652,ירושלים,159B2105404,Combined sports pitch,219660.0,632110.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3653,ירושלים,159G3100632,Fitness,221430.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3654,ירושלים,159B2105423,Combined sports pitch,221430.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3655,ירושלים,159A1100579,Fitness,221430.0,632100.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3656,ירושלים,159G4100631,Fitness,216550.0,633030.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3657,ירושלים,159G3100650,Fitness,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3658,ירושלים,159G1100369,Fitness,217920.0,636460.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3659,ירושלים,159G1100439,Fitness,217910.0,636380.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3660,ירושלים,159R1100442,Other,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3661,ירושלים,159P1102376,Swimming pool,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3662,ירושלים,159B1104819,Basketball court,217920.0,636460.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3663,ירושלים,159B1104774,Basketball court,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3664,ירושלים,159B1104763,Basketball court,217910.0,636380.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3665,ירושלים,159B2105084,Combined sports pitch,218560.0,350910.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3666,ירושלים,159B2105456,Combined sports pitch,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3667,ירושלים,159A1100593,Fitness,218500.0,635790.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3668,ירושלים,159A1100641,Fitness,221250.0,634530.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3669,ירושלים,159B1105809,Basketball court,220330.0,629870.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3670,ירושלים,159G3100622,Fitness,216570.0,629130.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3671,ירושלים,159G4100733,Fitness,216570.0,629130.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1970
3672,ירושלים,159B2105418,Combined sports pitch,216570.0,629130.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3673,ירושלים,159B2104838,Combined sports pitch,216570.0,629130.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1970
3674,ירושלים,159A1100566,Fitness,224260.0,636400.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3675,ירושלים,159G1100399,Fitness,220330.0,630120.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3676,ירושלים,159G1100412,Fitness,220860.0,633260.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3677,ירושלים,159G4100710,Fitness,222230.0,628690.0,Yes,Yes,Yes,Yes,Normal and active,National,1970
3678,ירושלים,159G4100743,Fitness,222080.0,628230.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3679,ירושלים,159B1104460,Basketball court,222230.0,628690.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3680,ירושלים,159B1104785,Basketball court,222230.0,628690.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3681,ירושלים,159B1105853,Basketball court,222080.0,628230.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3682,ירושלים,159G1100523,Fitness,218740.0,631980.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3683,ירושלים,159P1102349,Swimming pool,219320.0,632470.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3684,ירושלים,159T1103149,Tennis court,219320.0,632470.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3685,ירושלים,159B1104734,Basketball court,218740.0,631980.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3686,ירושלים,159B2105823,Combined sports pitch,218740.0,631980.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1970
3687,ירושלים,159A1100559,Fitness,219320.0,632470.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
3688,ירושלים,159G4100637,Fitness,218440.0,629070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3689,ירושלים,159G1100707,Fitness,218470.0,629150.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3690,ירושלים,159B2105427,Combined sports pitch,218440.0,629070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3691,ירושלים,159B2105757,Combined sports pitch,218470.0,629150.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3692,ירושלים,159F1104335,Football field,222870.0,631070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
3693,ירושלים,159B1104845,Basketball court,222870.0,631070.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1970
